text	intent
請列出從華盛頓特區到亞特蘭大的航班	機票
找到從達拉斯往返航班飛往匹茲堡的行程安排	飛行
從蒙特利爾飛往華盛頓的航班表與最低的單程票價是葉子上週六	飛行
什麼是從亞特蘭大到達拉斯早晨的航班價格	飛行
I'd像所有從舊金山飛往匹茲堡的航班上週二信息	機票
你能告訴我有關達拉斯機場和達拉斯市中心之間的地面交通	飛行
告訴我城市通過nationair和加拿大國際航空公司都提供	飛行
有多少航班確實東方航空公司從波士頓到亞特蘭大有	市
什麼機場是在坦帕	數量
這是什麼費用從波士頓飛往舊金山聯合航空公司航班21	飛機場
我想從聖地亞哥飛往印第安納波利斯航班離開週二下午	機票
從匹茲堡飛往亞特蘭大的航班上午週三	飛行
什麼來自芝加哥的航班離開西雅圖星期六	飛行
列出所有航班會從波士頓到亞特蘭大點鐘在週四前5名	飛行
有多少是來自亞特蘭大的頭等艙往返於舊金山	飛行
我想從波士頓前往亞特蘭大週一	機票
大約從波士頓到圣迭戈航班什麼	飛行
告訴我，從亞特蘭大到巴爾的摩的航班	飛行
什麼才是從奧克蘭最廉價的單程航班華盛頓	飛行
告訴我從愛領域的航班	飛行
我需要從聖地亞哥到鳳凰直達航班	飛行
什麼航班有從亞特蘭大到週四奧克蘭	飛行
什麼堪薩斯城飛往芝加哥的航班在芝加哥下週三到達下午7點	飛行
我想第一本關於美國大陸航空公司從芝加哥航班到西雅圖六月	飛行
什麼從拉斯維加斯飛往蒙特利爾的航班上週六	飛行
列出從丹佛到芝加哥大陸的所有航班上934點後離開週日	飛行
什麼航班在下午離開亞特蘭大，在約3和抵達舊金山	飛行
告訴我從丹佛飛往匹茲堡其中端出了後天的所有航班	飛行
從亞特蘭大機場到亞特蘭大市中心有地面交通	飛行
請給我從丹佛飛往費城票價	飛行
我需要離開丹佛的航班後，晚上7點下週一飛往匹茲堡	機票
列出所有到達米切爾將軍國際航班	飛行
在丹佛地面交通信息	飛行
從洛杉磯到匹茲堡名單的直飛航班，其下午5點以後抵達週一	數量
匹茲堡週三亞特蘭大	飛行
美的空調269離開波士頓的428是什麼在巴爾的摩到達時間	飛行
什麼航空公司DL 98	飛行
什麼是票價代碼F和Fn平均	航空公司
航班從波士頓到巴爾的摩	縮寫
上週四匹茲堡的所有航班和票價從丹佛對我們的空號1039	飛行
該航空公司從波士頓飛往舊金山	航班機票+
你有沒有從夏洛特飛往亞特蘭大下週二	航空公司
告訴我所有的航班到達中午左右在華盛頓特區丹佛	飛行
我需要十個人從鳳凰城到圣迭戈，請給我在工作日期間的航班	飛行
請列出任何可用的航班離開加州奧克蘭抵達週二週三費城	飛行
顯示從紐約到拉斯維加斯的航班	飛行
其中美國航空公司航班經過丹佛	飛行
什麼地面交通是到華盛頓	飛行
什麼亞特蘭大和丹佛之間的往返航班晉級票價代碼QX	市
什麼亞特蘭大和華盛頓之間的直飛航班下午6點後離開亞特蘭大	飛行
所有航班匹茲堡巴爾的摩週四抵達上午10點	飛行
我想在底特律下午6點左右到達，我是從芝加哥離開	飛行
什麼是從達拉斯去一個辦法舊金山十一月十七票價	飛行
這是從費城美國空中飛行到波士頓的航班號是279還是137338	機票
列出從匹茲堡所有往返票價華盛頓	航班號
請告訴我從達拉斯飛往丹佛的航班	機票
什麼地面交通有亞特蘭大	飛行
是否有與在TWA達拉斯 - 沃斯堡停留奧克蘭和波士頓之間的航班	飛行
從匹茲堡機場匹茲堡市中心有地面交通	飛行
什麼是從亞特蘭大前往巴爾的摩的第一次飛行，供應早餐	飛行
什麼是從波士頓到丹佛的最新航班享用一頓	飛行
從肯尼迪國際機場或轉機拉瓜迪亞克利夫蘭	飛行
什麼呢碼Y平均值	飛行
沒有飛行UA 270從丹佛飛往費城吃飯	縮寫
從亞特蘭大到波士頓航班列表週三下午	飛行
從丹佛一月十三1992年航班信息舊金山	飛行
你有沒有從丹佛八月三十清晨增量飛往舊金山	飛行
航班離開巴爾的摩和亞特蘭大到達我需要的信息	飛行
顯示所有達拉斯航班費城	飛行
哪些呢票價代碼M平均	飛行
什麼是最低票價從丹佛飛往匹茲堡	縮寫
從鹽湖城到如果可能的話辛辛那提直飛航班往返航班	機票
I'd像來自亞特蘭大的TWA航班匹茲堡與沃斯堡達拉斯稍作停留，請	飛行
什麼時候從波士頓出發TWA去舊金山	飛行
給我最早的航班從明天ST的。聖彼得堡密爾沃基比TWA以外的航空公司	飛行時間
是什麼的縮寫D10	飛行
紐瓦克到克利夫蘭	縮寫
告訴我從匹茲堡飛往費城如上午08點在週三抵達前的所有航班	飛行
列出從達拉斯到舊金山的美國航空公司航班	飛行
什麼時候從亞特蘭大前往丹佛休假最早的航班	飛行
飛機的列表類型的波士頓和舊金山之間飛行	飛行時間
告訴我從波士頓到沃斯堡的航班七月十1991上午	飛機
I'd像從波士頓到舊金山最便宜的單程票價	飛行
告訴我這下午5時後離開匹茲堡明天抵達巴爾的摩的所有航班	機票
什麼是在費城的現有地面交通	飛行
你有沒有到舊金山航班的任何聯合航空公司從達拉斯	飛行
什麼是UA	飛行
我想安排從丹佛飛往匹茲堡的航班	縮寫
什麼航空公司從ST飛。聖彼得堡密爾沃基和密爾沃基塔科馬	飛行
多少的費用是從波士頓飛往巴爾的摩的一個星期六	航空公司
週一I'd喜歡從拉斯維加斯到底特律密執安旅遊	機票
告訴我，從堪薩斯城到芝加哥六月的所有航班十六晚上到達7點左右	飛行
波士頓丹佛週一	飛行
告訴我TWA航班539	飛行
什麼是從匹茲堡到巴爾的摩最小的飛機飛行提供到達五月十七	飛行
我需要從丹佛飛往費城的航班	飛機
什麼是從波士頓一種方式車費的價格丹佛的美國大陸航空公司	飛行
是什麼夏洛特的航班價格從洛杉磯週一上午	機票
告訴我從波士頓到匹茲堡留下週三和週四的航班	飛行
顯示票價和航班從丹佛飛往奧克蘭	飛行
你能告訴我從亞特蘭大最新晚上飛往丹佛的航班上七月初七	機票
告訴我在舊金山地面交通	飛行
丹佛和匹茲堡之間的航班??列表	飛行
哪些航班可以從匹茲堡飛往巴爾的摩七月二十五分之一1991	飛行
告訴我晚上航班巴爾的摩	飛行
從芝加哥到堪薩斯城航班什麼	飛行
I'd喜歡從丹佛飛往匹茲堡在亞特蘭大停止	飛行
是什麼從亞特蘭大到巴爾的摩下午航班	飛行
讓我從舊金山到丹佛平日航班	飛行
告訴我從達拉斯到巴爾的摩頭等艙的航班	飛行
的確，從亞特蘭大到舊金山三角洲飛	飛行
讓我在丹佛的地面交通	飛行
顯示所有票價代碼	飛行
什麼航班亞特蘭大停止中午前	機票
從孟菲斯到邁阿密最便宜的航班	飛行
讓我知道從丹佛飛往巴爾的摩的航班	飛行
給我從達拉斯到巴爾的摩最廉價的往返航班	飛行
有哪些不同類，航空公司的優惠	飛行
I'd喜歡看到所有票價從丹佛飛往亞特蘭大的航班	飛行
不東航波士頓和華盛頓之間的飛	飛行
告訴我從費城到舊金山航班星期三	飛行
I'd喜歡預定從波士頓到舊金山的美國航空公司航班的在匹茲堡一站式	飛行
什麼樣的地面交通的亞特蘭大可用	飛行
什麼是最便宜的單程票價從波士頓到華盛頓	飛行
奧克蘭航班和票價從丹佛	機票
找我從波士頓到華盛頓最便宜的航班	航班機票+
什麼是服務於TWA類	飛行
什麼樣的飛機，你已經從波士頓飛往舊金山八月第二十七	飛行
精細你能不能給我的地面交通信息，在華盛頓市區	飛機
我想從奧克蘭到波士頓的直航航班上週三葉子	飛行
什麼航班可今天從波士頓到丹佛	飛行
舊金山丹佛	飛行
告訴我從費城到舊金山的所有航班在達拉斯一站式	飛行
顯示從多倫多到圣迭戈美國航空在丹佛停止在所有航班	飛行
有多少是從波士頓頭等艙機票舊金山	飛行
奧克蘭費城	機票
請告訴我在丹佛的所有機場	飛行
波士頓和奧克蘭使用TWA之間名單往返航班	飛機場
讓我從舊金山到波士頓的航班	飛行
給我12和4之間下午全部美國空軍航班匹茲堡	飛行
我想從舊金山飛往華盛頓的航班日晚時間表	飛行
什麼是從達拉斯票價到舊金山的航班DL 217	飛行時間
什麼樣的地面交通的有丹佛	機票
你能告訴我，通過從達拉斯飛往華盛頓到舊金山航班列表	飛行
什麼是從波士頓首飛到達拉斯	飛行
從亞特蘭大東部蒼蠅丹佛你下午6點之前使用何種類型的飛機	飛行
告訴我從密爾沃基飛往奧蘭多的航班在中午前的星期四	飛行
並曼聯從邁阿密到華盛頓飛行週三	飛行
我想從舊金山到丹佛起飛的航班舊金山下午在下午抵達丹佛周圍5	飛行
是什麼從波士頓到華盛頓的航班十月十五1991	飛行
從丹佛飛往匹茲堡的航班上週三	飛行
有多少人飛渦輪螺旋槳飛機	飛行
請列出中午前所有航班到丹佛的美國聯合航空公司和美國西北航空公司	容量
哪些航班可以從丹佛到費城週三	飛行
哪些航班可以從舊金山到匹茲堡在星期一早上	飛行
讓我知道從巴爾的摩飛往費城國際	飛行
什麼是對從波士頓節儉經濟飛往舊金山票價	飛行
如何從機場匹茲堡到達市中心	機票
是否有可能對我來說，從巴爾的摩飛往舊金山	飛行
找旅行社安排從波士頓的往返航班飛往匹茲堡	飛行
沒有任何地面交通的城市在達拉斯	飛行
什麼是從鹽湖城到ST最新的航班。聖彼得堡	飛行
現在我'd像從丹佛飛往舊金山的航班信息	飛行
我可以看到st所有的直飛航班。聖彼得堡夏洛特	飛行
從巴爾的摩到舊金山	飛行
告訴我，從丹佛飛往舊金山的航空公司	飛行
往返票價從丹佛飛往費城低於1000美元	航空公司
我想從費城飛往達拉斯航班	機票
我需要從波士頓飛往巴爾的摩，請給我你的早晨航班的時間之前8點	飛行
告訴我愛情領域從所有其他機場到達航班	飛行
在紐約機場	飛行
你能告訴我從費城飛往達拉斯航班的航班應該離開費城上午	飛機場
什麼航空公司從多倫多飛往聖地亞哥在丹佛停留	飛行
十一月十三哪些航班波士頓和丹佛之間可在美國航空公司	航空公司
讓我知道從匹茲堡飛往達拉斯的航班	飛行
從休斯敦到密爾沃基的美國航空公司航班什麼上週五	飛行
我想上週二上午費城和匹茲堡之間的早班飛機	飛行
什麼是最便宜的往返票價從亞特蘭大到匹茲堡	飛行
什麼是從波士頓首飛到舊金山週六	機票
顯示在我們的空氣從波士頓飛往多倫多的商務艙票價	飛行
告訴我從紐約往返票價邁阿密	機票
什麼是一流的票價從波士頓到達拉斯	機票
讓我從舊金山到華盛頓特區的所有航班	機票
我想從華盛頓乘坐聯合航空公司美國科羅拉多州丹佛市	飛行
在那裡，從亞特蘭大到巴爾的摩任何航班	飛行
I'd像一個飛行明天從哥倫布到休斯敦在納什維爾短暫停留	飛行
I'd喜歡預訂從亞特蘭大最便宜的航班丹佛八月第一	飛行
讓我在六月二十有公務艙了波士頓的所有航班	飛行
告訴我從巴爾的摩到達拉斯的航班價格	飛行
什麼地面交通夏洛特可用	機票
幾站從波士頓到舊金山的所有航班之前出發中午12時許	飛行
我想從亞特蘭大到丹佛航班	數量
在那裡達拉斯和波士頓之間的任何大陸航班	飛行
而我“在匹茲堡m什麼地面交通可用	飛行
告訴我從巴爾的摩到達拉斯的航班	飛行
哪些呢票價代碼QX平均	飛行
告訴我從邁阿密到紐約留下的一個星期天頭等艙機票	縮寫
我想預定八月第二十七我們空氣巴爾的摩飛往奧克蘭你可以做什麼航班	飛行
在亞特蘭大我想對地面交通信息	飛行
請列出從夏洛特到明尼阿波利斯下午航班	飛行
在TWA從哥倫布到ST經濟艙機票。保羅	飛行
我想從達拉斯飛往舊金山	飛行
什麼是最新的航班離開波士頓丹佛	飛行
你有沒有從波士頓到舊金山的航班與沃斯堡達拉斯停留	飛行
列出從巴爾的摩到亞特蘭大星期四中午直飛畢竟航班	飛行
告訴我第一類從巴爾的摩到達拉斯的所有價格	飛行
列出從匹茲堡飛往波士頓整天時間航班	機票
告訴我費城和丹佛之間的所有漢莎航班	飛行
告訴我往返票價從巴爾的摩到費城	飛行
我想從費城飛往達拉斯	機票
請列出我在波士頓和丹佛之間的聯合航空公司航班	飛行
是什麼密爾沃基到奧蘭多航班在週三晚上	飛行
解釋限制ap80	飛行
是DFW和奧克蘭之間的航班??是什麼	縮寫
我想從休斯敦到孟菲斯航班週二上午	飛行
什麼是ST夏洛特到達最早的航班。路易斯在週五	飛行
給我下週三從克里夫蘭到邁阿密的美航航班	飛行
告訴我從亞特蘭大到丹佛六四機票	飛行
我需要在機場與市區之間的地面交通信息的城市波士頓	飛行
往返票價從丹佛飛往費城低於1000美元	機票
告訴我從巴爾的摩飛往波士頓的航班	機票
你能告訴我有關American Airlines從華盛頓特區飛行到費城早上盡可能最早的一個信息	飛行
讓我從巴爾的摩或丹佛或匹茲堡飛往費城的所有航班	飛行
沒有大陸航空公司從丹佛飛往舊金山	飛行
這對美國聯合航空公司航班，西北辦理丹佛	飛行
有沒有從波士頓任何節儉經濟飛往舊金山的航班	飛行
I'd也喜歡看從匹茲堡飛往亞特蘭大的航班列表	飛行
